IL                              ILCE                            SEMT                            MAHALLE                                 POSTA KODU
AĞRI                          	DİYADİN                       	DİYADİN                       	14 NİSAN MAH.                      	04900
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ÇAYIRKÖY KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ÇOBANBEYİ KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ÇUKURALAN KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ÇUKURÇAYIR KÖYÜ                    	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	DARICA MAH.                        	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	DEDEMAKSUT KÖYÜ                    	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	DOĞUTEPE KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	DÖNERDERE KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	DUMANLI KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	EĞRİBELEN KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ELİAÇIK KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ESEN KÖY MAH.                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ESENKÖY KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ESKİHARMAN KÖYÜ                    	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	FERHAT MAH.                        	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	GEÇİTALAN KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	GÖLSEVTİ MAH.                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	GÜMÜŞYAZI KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	GÜNEYSU KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	GÜVENDİK KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	GÜVENLİ KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	GÜZELDERE MAH.                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	HACISEFER KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	HANOBA KÖYÜ                        	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	HIDIR KÖYÜ                         	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KALENDER KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KARASU KÖYÜ                        	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KAVACIK KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KAVAKKÖY KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KAYABEY KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KAZLI KÖYÜ                         	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KEMAN MAH.                         	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KOCATAŞ KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KOÇBAŞI KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KOMİK MAH.                         	04000
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KONAK MAH.                         	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KONUKTEPE KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KOVANCIK KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	KUMLUGEÇİT KÖYÜ                    	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	MAMIK MAH.                         	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	MEZRA MAH.                         	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	MOLLAALİ KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	MOLLAOSMAN KÖYÜ                    	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	MURAT KÖYÜ                         	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	MURATHAN KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	OĞLAKLI KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ORTAKENT KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ORTAYOKUŞ KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	OTLUBAYIR KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	OZANLAR KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ÖZBAŞI KÖYÜ                        	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ÖZVEREN KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	PINARCIK MAH.                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	REŞO MAH.                          	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SABUNCU KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SAĞIRTAŞ KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SARICA KÖYÜ                        	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SARIDOĞAN KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SARIHARMAN KÖYÜ                    	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SARITAŞ KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SOĞANCUMAÇAY KÖYÜ                  	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SOĞANKÖY KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SÖĞÜTLÜ KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	SUÇATAĞI KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	TAŞTEKNE KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	TAYPINAR KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	TELLİSIRT KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	TEZEREN KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	UÇARKAYA KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	UZUNVELİ KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ÜÇ EVLER MAH.                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YAKINCA KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YALNIZKONAK KÖYÜ                   	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YAYIKLI MAH.                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YAYLAKÖY KÖYÜ                      	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YAZICI KÖYÜ                        	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YAZILI KÖYÜ                        	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YIĞINTEPE KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YOLLUYAZI KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YOLUGÜZEL KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YONCALI KÖYÜ                       	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YORGUNSÖĞÜT KÖYÜ                   	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YUKARI PINAR MAH.                  	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YUKARI SUBAŞI MAH.                 	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YUKARIDÜRMELİ KÖYÜ                 	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YUKARIKÜPKIRAN KÖYÜ                	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YUKARIPAMUKTAŞ KÖYÜ                	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YUKARISAKLICA KÖYÜ                 	04000
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YUKARIYOLDÜZÜ KÖYÜ                 	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	YURTPINAR KÖYÜ                     	04010
AĞRI                          	MERKEZ                        	MERKEZKÖYLER                  	ZİYARET KÖYÜ                       	04010
AĞRI                          	PATNOS                        	DEDELİ                        	ARPACIK MAH.                       	04503
AĞRI                          	PATNOS                        	DEDELİ                        	BALCILAR MAH.                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	BAŞTARLA KÖYÜ                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	BOZOĞLAK KÖYÜ                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	BUDAK MAH.                         	04503
AĞRI                          	PATNOS                        	DEDELİ                        	CIZVIZ MAH.                        	04503
AĞRI                          	PATNOS                        	DEDELİ                        	CUMHURİYET MAH.                    	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ÇAVUŞ MAH.                         	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ÇİÇEK MAH.                         	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ÇİMENLİ KÖYÜ                       	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ÇUKURBAĞ KÖYÜ                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	DAMBAT MAH.                        	04503
AĞRI                          	PATNOS                        	DEDELİ                        	DEDELİ KÖYÜ                        	04503
AĞRI                          	PATNOS                        	DEDELİ                        	DEĞİRMEN MAH.                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	DEĞİRMENDÜZÜ KÖYÜ                  	04503
AĞRI                          	PATNOS                        	DEDELİ                        	DERECİK KÖYÜ                       	04503
AĞRI                          	PATNOS                        	DEDELİ                        	DEREKOMU MAH.                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ERYILMAZ KÖYÜ                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	FATİH MAH.                         	04503
AĞRI                          	PATNOS                        	DEDELİ                        	GÜNDÜZ KÖYÜ                        	04503
AĞRI                          	PATNOS                        	DEDELİ                        	HASANDOLU KÖYÜ                     	04503
AĞRI                          	PATNOS                        	DEDELİ                        	HİSAR KÖYÜ                         	04503
AĞRI                          	PATNOS                        	DEDELİ                        	KARBASAN KÖYÜ                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	KAŞ KÖYÜ                           	04503
AĞRI                          	PATNOS                        	DEDELİ                        	KELEŞLER MEZRASI MAH.              	04503
AĞRI                          	PATNOS                        	DEDELİ                        	KIZILAĞIL MAH.                     	04503
AĞRI                          	PATNOS                        	DEDELİ                        	MERKEZ MAH.                        	04503
AĞRI                          	PATNOS                        	DEDELİ                        	MEYDANDAĞI KÖYÜ                    	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ORTADAMLA KÖYÜ                     	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ÖRENDİK KÖYÜ                       	04503
AĞRI                          	PATNOS                        	DEDELİ                        	PİRÖMER KÖYÜ                       	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ŞEYTANOVA MAH.                     	04503
AĞRI                          	PATNOS                        	DEDELİ                        	TOZBELEN MAH.                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ÜZÜMLÜ MAH.                        	04503
AĞRI                          	PATNOS                        	DEDELİ                        	YEŞİLÇİMEN MAH.                    	04503
AĞRI                          	PATNOS                        	DEDELİ                        	YEŞİLHİSAR KÖYÜ                    	04503
AĞRI                          	PATNOS                        	DEDELİ                        	YEŞİLOVA MAH.                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	YK.HIRBE MAH.                      	04503
AĞRI                          	PATNOS                        	DEDELİ                        	YUKARIDAMLA KÖYÜ                   	04503
AĞRI                          	PATNOS                        	DEDELİ                        	YUSUF AKBULUT MAH.                 	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ZALİ MAH.                          	04503
AĞRI                          	PATNOS                        	DEDELİ                        	ZÜBEYT KOMU MAH.                   	04503
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	AKÇAÖREN KÖYÜ                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	AKDİLEK KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	AKYEMİŞ KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ALATAY KÖYÜ                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ANDAÇLI KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	AŞAĞI TEPE ÖNÜ MAH.                	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	AŞAĞIGÖÇMEZ KÖYÜ                   	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	AŞAĞIKAMIŞLI KÖYÜ                  	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	BAHÇELİ MAH.                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	BALTACIK KÖYÜ                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	BUDAK KÖYÜ                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	CUMHURİYET (LİÇ) MAH.              	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ÇAKIRBEY KÖYÜ                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ÇAMURLU KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ÇAVUŞKÖY KÖYÜ                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	DEMİRÖREN KÖYÜ                     	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	DERMO MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	DİBEK MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	DİKİLİTAŞ MAH.                     	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	DİNÇER MAH.                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	DOĞANSU KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	DÜZCE MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	DÜZCELİ KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	EDREMİT KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ESKİKONAK KÖYÜ                     	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	GEÇİT MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	GELEBIZIN MAH.                     	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	GÖKOĞLU KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	GÜL MAH.                           	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	GÜLÇİMEN MAH.                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	GÜLDÜZ MAH.                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	GÜLLÜCE KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	GÜZELDERE MAH.                     	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	HACILAR KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	HALİFE MAH.                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	İNCESU MAH.                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KALE MAH.                          	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KANIŞEVİTİ MAH.                    	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KARATOKLU KÖYÜ                     	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KAYADİBİ MAH.                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KILKA MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KIZILTEPE KÖYÜ                     	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KIZKAPAN KÖYÜ                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KOÇAKLAR KÖYÜ                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KONAKBEYİ KÖYÜ                     	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KURUYAKA KÖYÜ                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KUŞKAYA KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KÜNCÜK MAH.                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	KÜREKLİ KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	MEZRA MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	MOLLAİBRAHİM KÖYÜ                  	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	OYACIK KÖYÜ                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ÖZDEMİR KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	SAĞRICA KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	SALAHANE MAH.                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	SULUCA KÖYÜ                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	SUSUZ KÖYÜ                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ŞEKEROVA MAH.                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ŞIRIK MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	TANYELİ KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	TAPU MAH.                          	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	TEKMAL MAH.                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	TEPELİ KÖYÜ                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	USLUCA KÖYÜ                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	UZUNCA KÖYÜ                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	UZUNGÜN KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ÜÇOYMAK KÖYÜ                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	VARA MAH.                          	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	VARAN MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	Y.SALAHANA MAH.                    	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YALÇINKAYA KÖYÜ                    	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YAYALAR MAH.                       	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YENİCE MAH.                        	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YUKARI TEPE ÖNÜ MAH.               	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YUKARIGÖÇMEZ KÖYÜ                  	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YUKARIKAMIŞLI KÖYÜ                 	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YUKARIKÜLECİK KÖYÜ                 	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YUKARIMAHALLE MAH.                 	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YUSUF MAH.                         	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YÜNCÜLER KÖYÜ                      	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	YÜREKVEREN KÖYÜ                    	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ZİNCİRKALE KÖYÜ                    	04502
AĞRI                          	PATNOS                        	MERKEZKÖYLER                  	ZİYARET KÖYÜ                       	04502
AĞRI                          	PATNOS                        	PATNOS                        	14 NİSAN MAH.                      	04500
AĞRI                          	PATNOS                        	PATNOS                        	ABDULVEHAP KÜFREVİ MAH.            	04500
AĞRI                          	PATNOS                        	PATNOS                        	AHMED-İ HANİ MAHALLESİ MAH.        	04500
AĞRI                          	PATNOS                        	PATNOS                        	ALPASLAN MAH.                      	04500
AĞRI                          	PATNOS                        	PATNOS                        	ATATÜRK MAH.                       	04500
AĞRI                          	PATNOS                        	PATNOS                        	BADİŞAN MAH.                       	04500
AĞRI                          	PATNOS                        	PATNOS                        	CAMİ MAH.                          	04500
AĞRI                          	PATNOS                        	PATNOS                        	CUMHURİYET MAH.                    	04500
AĞRI                          	PATNOS                        	PATNOS                        	ÇAY MAH.                           	04500
AĞRI                          	PATNOS                        	PATNOS                        	İNÖNÜ MAH.                         	04500
AĞRI                          	PATNOS                        	PATNOS                        	SANAYİ MAH.                        	04500
AĞRI                          	PATNOS                        	PATNOS                        	SARISU MAH.                        	04500
AĞRI                          	PATNOS                        	PATNOS                        	SELAHADDİNİ EYYUBİ MAH.            	04500
AĞRI                          	PATNOS                        	PATNOS                        	SERHAD MAH.                        	04500
AĞRI                          	PATNOS                        	PATNOS                        	SÜPHAN DAĞI MAH.                   	04500
AĞRI                          	PATNOS                        	PATNOS                        	SÜTLÜ PINAR MAH.                   	04500
AĞRI                          	PATNOS                        	PATNOS                        	YENİ MAH.                          	04500
AĞRI                          	PATNOS                        	PATNOS                        	YEŞİL ÇİMEN MAH.                   	04500
AĞRI                          	PATNOS                        	PATNOS                        	YUNUSEMRE MAH.                     	04500
AĞRI                          	PATNOS                        	SARISU                        	ABDULLAH MAH.                      	04510
AĞRI                          	PATNOS                        	SARISU                        	ADALET MAH.                        	04510
AĞRI                          	PATNOS                        	SARISU                        	AKTEPE KÖYÜ                        	04510
AĞRI                          	PATNOS                        	SARISU                        	ARMUTLU KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	BAĞBAŞI KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	BOZO MAH.                          	04510
AĞRI                          	PATNOS                        	SARISU                        	CANİK MAH.                         	04510
AĞRI                          	PATNOS                        	SARISU                        	ÇAPUTLU KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	ÇATMAOLUK KÖYÜ                     	04510
AĞRI                          	PATNOS                        	SARISU                        	ÇEVLİK MAH.                        	04510
AĞRI                          	PATNOS                        	SARISU                        	ÇİÇEK KÖYÜ                         	04510
AĞRI                          	PATNOS                        	SARISU                        	ÇORTALİ MAH.                       	04510
AĞRI                          	PATNOS                        	SARISU                        	ÇUBUKLU MAH.                       	04510
AĞRI                          	PATNOS                        	SARISU                        	DAĞALAN KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	DİZGİNKALE KÖYÜ                    	04510
AĞRI                          	PATNOS                        	SARISU                        	ERGEÇLİ KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	ESENBEL KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	GENÇALİ KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	GÖKÇEALİ KÖYÜ                      	04510
AĞRI                          	PATNOS                        	SARISU                        	GÖL MAH.                           	04510
AĞRI                          	PATNOS                        	SARISU                        	GÖNLÜAÇIK KÖYÜ                     	04510
AĞRI                          	PATNOS                        	SARISU                        	GÜNBELİ KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	GÜVERCİNLİ KÖYÜ                    	04510
AĞRI                          	PATNOS                        	SARISU                        	HARABEKENT MAH.                    	04510
AĞRI                          	PATNOS                        	SARISU                        	HAZNE MAH.                         	04510
AĞRI                          	PATNOS                        	SARISU                        	HIRBA GÜLAN MAH.                   	04510
AĞRI                          	PATNOS                        	SARISU                        	HIRBE MAH.                         	04510
AĞRI                          	PATNOS                        	SARISU                        	KARABULAK MAH.                     	04510
AĞRI                          	PATNOS                        	SARISU                        	KAZANBEY KÖYÜ                      	04510
AĞRI                          	PATNOS                        	SARISU                        	KEÇELBABA KÖYÜ                     	04510
AĞRI                          	PATNOS                        	SARISU                        	KÖSELER KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	KUCAK KÖYÜ                         	04510
AĞRI                          	PATNOS                        	SARISU                        	MALTEPE MAH.                       	04510
AĞRI                          	PATNOS                        	SARISU                        	MECNUNGÖLÜ MAH.                    	04510
AĞRI                          	PATNOS                        	SARISU                        	ONBAŞILAR KÖYÜ                     	04510
AĞRI                          	PATNOS                        	SARISU                        	SARIDİBEK KÖYÜ                     	04510
AĞRI                          	PATNOS                        	SARISU                        	SATIBULAK MAH.                     	04510
AĞRI                          	PATNOS                        	SARISU                        	TAŞKIN KÖYÜ                        	04510
AĞRI                          	PATNOS                        	SARISU                        	ÜRKÜT KÖYÜ                         	04510
AĞRI                          	PATNOS                        	SARISU                        	YAYLA EVİ MAH.                     	04510
AĞRI                          	PATNOS                        	SARISU                        	YEŞİLCE MAH.                       	04510
AĞRI                          	PATNOS                        	SARISU                        	YEŞİLYURT KÖYÜ                     	04510
AĞRI                          	PATNOS                        	SARISU                        	YILANLI MAH.                       	04510
AĞRI                          	PATNOS                        	SARISU                        	YK.DUMANLI MAH.                    	04510
AĞRI                          	PATNOS                        	SARISU                        	YURTÖVEN KÖYÜ                      	04510
AĞRI                          	PATNOS                        	SARISU                        	ZİREKLİ KÖYÜ                       	04510
AĞRI                          	PATNOS                        	SARISU                        	ZORAVA MAH.                        	04510
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ADAKENT MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ALAKOÇLU KÖYÜ                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ARAS KÖYÜ                          	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	AŞAĞIDUMANLI KÖYÜ                  	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	AŞAĞIDÜZMEYDAN KÖYÜ                	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	AŞAĞIESEN KÖYÜ                     	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	AŞAĞITOKLU KÖYÜ                    	04802
